epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
15,100.89,1.16174,0.92368,0.97832,0.84674,0.73186,0.82981,0.59423,1.39192,1.07731,1.1155,0.00120491,0.00120491,0.00120491
16,105.599,1.1592,0.90607,0.97263,0.79943,0.81588,0.85353,0.61846,1.3952,1.05212,1.09817,0.0011719,0.0011719,0.0011719
17,110.871,1.11347,0.88685,0.96135,0.8487,0.8279,0.86574,0.62443,1.3461,0.98922,1.07757,0.00113889,0.00113889,0.00113889
18,115.643,1.13189,0.88197,0.95631,0.83224,0.83152,0.84729,0.60131,1.32272,1.02224,1.08078,0.00110589,0.00110589,0.00110589
19,119.563,1.10129,0.86074,0.95175,0.89979,0.79481,0.86496,0.60805,1.32387,1.0313,1.11,0.00107288,0.00107288,0.00107288
20,124.672,1.04559,0.82897,0.94173,0.8872,0.83929,0.87228,0.62918,1.3585,0.9943,1.12632,0.00103987,0.00103987,0.00103987
21,129.83,1.07964,0.83923,0.9493,0.86386,0.8321,0.87794,0.62904,1.34206,0.94799,1.10801,0.00100687,0.00100687,0.00100687
22,134.322,1.05421,0.816,0.95077,0.89087,0.84308,0.88719,0.64141,1.3316,0.88858,1.09391,0.000973861,0.000973861,0.000973861
23,139.562,1.04434,0.78954,0.93761,0.8494,0.85688,0.88755,0.6507,1.26406,0.82609,1.07285,0.000940855,0.000940855,0.000940855
24,144.067,1.07244,0.79673,0.94099,0.91054,0.82065,0.88883,0.65628,1.26117,0.82956,1.07764,0.000907848,0.000907848,0.000907848
25,148.46,0.98939,0.76052,0.92354,0.88382,0.84964,0.89149,0.65714,1.28873,0.82596,1.0859,0.000874842,0.000874842,0.000874842
26,153.918,1.01548,0.77263,0.93349,0.84815,0.87681,0.89295,0.64403,1.3017,0.84102,1.08362,0.000841835,0.000841835,0.000841835
27,158.37,1.03441,0.76514,0.93323,0.89146,0.81703,0.86991,0.63984,1.33585,0.84714,1.11792,0.000808828,0.000808828,0.000808828
28,162.782,1.01241,0.75973,0.92505,0.88233,0.83832,0.88429,0.65933,1.28776,0.8272,1.07192,0.000775822,0.000775822,0.000775822
29,168.663,0.97913,0.71126,0.91538,0.8899,0.83696,0.89235,0.66887,1.2537,0.82663,1.05758,0.000742815,0.000742815,0.000742815
30,173.181,0.957,0.7051,0.90895,0.91054,0.83696,0.89809,0.66912,1.23084,0.81099,1.04025,0.000709809,0.000709809,0.000709809
31,177.605,0.9521,0.72502,0.91247,0.91138,0.84601,0.89748,0.67759,1.24616,0.80086,1.04639,0.000676802,0.000676802,0.000676802
32,183.417,0.95951,0.70082,0.91832,0.92999,0.82246,0.89287,0.65774,1.25905,0.81217,1.05277,0.000643795,0.000643795,0.000643795
33,187.876,0.95506,0.68757,0.90724,0.94459,0.81253,0.88488,0.64915,1.26042,0.8487,1.04624,0.000610789,0.000610789,0.000610789
34,192.32,0.90974,0.68228,0.90629,0.90337,0.85244,0.89913,0.67427,1.2348,0.77662,1.04888,0.000577782,0.000577782,0.000577782
35,197.968,0.92941,0.68476,0.89853,0.91136,0.86047,0.8983,0.67287,1.23222,0.75856,1.04768,0.000544776,0.000544776,0.000544776
36,202.464,0.92203,0.67265,0.89478,0.92069,0.84814,0.9034,0.66801,1.23963,0.79942,1.05415,0.000511769,0.000511769,0.000511769
37,206.616,0.93238,0.67753,0.90317,0.91563,0.85858,0.90134,0.66376,1.25858,0.83846,1.06427,0.000478762,0.000478762,0.000478762
38,212.173,0.91805,0.67134,0.89621,0.92813,0.84759,0.90062,0.67915,1.24055,0.82975,1.05615,0.000445756,0.000445756,0.000445756
39,216.707,0.91232,0.68816,0.90736,0.93338,0.83877,0.91013,0.68333,1.23696,0.79008,1.05514,0.000412749,0.000412749,0.000412749
40,220.791,0.91269,0.65689,0.89496,0.95626,0.8442,0.91085,0.67488,1.2603,0.76353,1.06086,0.000379743,0.000379743,0.000379743
41,231.101,0.88617,0.74228,0.8962,0.90282,0.8587,0.89848,0.65862,1.28203,0.80943,1.06227,0.000346736,0.000346736,0.000346736
42,235.924,0.9097,0.71621,0.89437,0.91949,0.84228,0.90052,0.66618,1.26502,0.81176,1.0651,0.000313729,0.000313729,0.000313729
43,241.888,0.8776,0.70866,0.8958,0.91217,0.84239,0.89332,0.66679,1.27987,0.78665,1.0732,0.000280723,0.000280723,0.000280723
44,246.309,0.86717,0.68232,0.88721,0.92219,0.85326,0.9116,0.67873,1.25007,0.76551,1.06278,0.000247716,0.000247716,0.000247716
45,250.48,0.86518,0.66623,0.89243,0.89048,0.87409,0.91046,0.68397,1.25106,0.7648,1.06234,0.00021471,0.00021471,0.00021471
46,256.159,0.82634,0.65501,0.87653,0.90356,0.85202,0.9153,0.68759,1.22456,0.77277,1.05136,0.000181703,0.000181703,0.000181703
47,260.155,0.85331,0.66115,0.88927,0.92097,0.84618,0.91665,0.68682,1.22019,0.76754,1.04671,0.000148696,0.000148696,0.000148696
48,264.37,0.80519,0.63705,0.88295,0.92348,0.85145,0.91902,0.68279,1.22576,0.75753,1.04863,0.00011569,0.00011569,0.00011569
49,270.023,0.82397,0.63377,0.86961,0.92976,0.84789,0.91962,0.68389,1.22302,0.74761,1.04877,8.26832e-05,8.26832e-05,8.26832e-05
50,274.391,0.81506,0.63682,0.86803,0.93395,0.83877,0.91788,0.6852,1.2153,0.74596,1.04717,4.96766e-05,4.96766e-05,4.96766e-05
