epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
24,164.258,1.26245,1.25636,0.97017,0.75047,0.51471,0.53348,0.28767,1.76694,2.11642,1.35345,0.00128742,0.00128742,0.00128742
25,169.893,1.24172,1.28289,0.98952,0.73139,0.60067,0.6393,0.3391,1.7263,1.82559,1.33522,0.00127092,0.00127092,0.00127092
26,175.21,1.20924,1.17127,0.97372,0.69363,0.52941,0.59685,0.3197,1.71615,1.89393,1.31966,0.00125442,0.00125442,0.00125442
27,180.015,1.25374,1.16701,0.96248,0.76241,0.5,0.57836,0.3038,1.7424,1.98872,1.31327,0.00123791,0.00123791,0.00123791
28,187.335,1.23948,1.18754,0.98289,0.87558,0.41403,0.513,0.25411,1.79155,2.0448,1.35983,0.00122141,0.00122141,0.00122141
29,191.884,1.34975,1.19153,0.98135,0.59899,0.39542,0.41301,0.2103,1.81221,2.14759,1.34833,0.00120491,0.00120491,0.00120491
30,197.803,1.30528,1.16498,0.96867,0.93369,0.45588,0.53781,0.2635,1.79979,2.00503,1.3555,0.0011884,0.0011884,0.0011884
31,203.07,1.28795,1.14931,0.97181,0.96859,0.45352,0.53561,0.26863,1.77842,1.98121,1.33214,0.0011719,0.0011719,0.0011719
32,208.182,1.23877,1.0718,0.97379,0.79181,0.45588,0.50635,0.2648,1.71478,1.97209,1.2937,0.0011554,0.0011554,0.0011554
33,214.082,1.17127,1.0556,0.95634,0.92843,0.41176,0.52819,0.30032,1.74248,2.00206,1.29368,0.00113889,0.00113889,0.00113889
34,218.541,1.21941,1.11184,0.97781,0.65541,0.5,0.5292,0.30009,1.71058,2.10175,1.30775,0.00112239,0.00112239,0.00112239
35,223.362,1.15256,0.99153,0.93662,0.70319,0.52268,0.53028,0.31136,1.68289,2.0051,1.29306,0.00110589,0.00110589,0.00110589
36,230.192,1.21748,1.01017,0.95986,0.76941,0.49076,0.53496,0.28691,1.66132,2.01978,1.26899,0.00108938,0.00108938,0.00108938
37,234.699,1.18641,0.98798,0.95592,0.67525,0.52941,0.52759,0.27985,1.67758,1.94714,1.26696,0.00107288,0.00107288,0.00107288
38,239.772,1.18492,0.95199,0.94848,0.61966,0.52941,0.50667,0.29814,1.63867,1.9252,1.24093,0.00105638,0.00105638,0.00105638
39,245.817,1.10374,0.96201,0.93017,0.78413,0.5,0.5218,0.31345,1.57598,1.93265,1.22146,0.00103987,0.00103987,0.00103987
40,250.268,1.09961,0.9541,0.93928,0.77121,0.57353,0.57827,0.34081,1.51329,1.84589,1.17116,0.00102337,0.00102337,0.00102337
41,255.914,1.14495,0.94411,0.93148,0.78949,0.57353,0.56783,0.33115,1.58821,1.97647,1.19002,0.00100687,0.00100687,0.00100687
42,261.61,1.1365,0.94593,0.90829,0.82386,0.51471,0.60481,0.31827,1.66794,1.97209,1.23539,0.000990365,0.000990365,0.000990365
43,266.214,1.10863,0.93904,0.92741,0.91107,0.52941,0.61974,0.34311,1.59421,1.89683,1.20787,0.000973861,0.000973861,0.000973861
44,272.76,1.14606,0.97359,0.93741,0.86521,0.48529,0.56878,0.31204,1.48268,2.05098,1.15786,0.000957358,0.000957358,0.000957358
45,277.774,1.0928,0.88031,0.92955,0.84351,0.4757,0.5851,0.317,1.5112,2.00999,1.16504,0.000940855,0.000940855,0.000940855
46,282.422,1.06995,0.89036,0.91185,0.82176,0.57353,0.651,0.35536,1.63671,1.83131,1.24163,0.000924352,0.000924352,0.000924352
47,288.819,1.07761,0.87198,0.92174,0.78683,0.59715,0.69754,0.38821,1.57329,1.60814,1.20256,0.000907848,0.000907848,0.000907848
48,294.723,0.9832,0.86772,0.90146,0.80083,0.58824,0.70935,0.37137,1.63051,1.49571,1.2429,0.000891345,0.000891345,0.000891345
49,300.625,1.07443,0.90691,0.92097,0.86231,0.58824,0.70524,0.38607,1.52986,1.69771,1.19607,0.000874842,0.000874842,0.000874842
50,307.197,1.04437,0.8421,0.92101,0.89428,0.55882,0.64903,0.3566,1.47863,1.9958,1.17244,0.000858338,0.000858338,0.000858338
51,312.397,1.02047,0.81837,0.90494,0.86293,0.57353,0.64635,0.34898,1.48537,2.14689,1.16941,0.000841835,0.000841835,0.000841835
52,317.87,1.02498,0.78131,0.90094,0.81087,0.63235,0.66251,0.37012,1.53487,2.19446,1.18225,0.000825332,0.000825332,0.000825332
53,323.731,1.08368,0.82521,0.89918,0.79608,0.60294,0.65424,0.36537,1.59015,2.12617,1.20488,0.000808828,0.000808828,0.000808828
54,328.601,1.03553,0.80282,0.90426,0.67745,0.61772,0.62412,0.33996,1.69378,2.02121,1.24377,0.000792325,0.000792325,0.000792325
55,334.949,1.01929,0.7936,0.89514,0.71066,0.57353,0.59908,0.33423,1.79026,2.0034,1.2826,0.000775822,0.000775822,0.000775822
56,339.747,1.0161,0.81861,0.8981,0.80692,0.55319,0.67322,0.35917,1.78788,2.10395,1.28773,0.000759318,0.000759318,0.000759318
57,344.298,1.02955,0.80877,0.90845,0.79093,0.61205,0.67678,0.35343,1.71396,2.08791,1.27575,0.000742815,0.000742815,0.000742815
58,350.723,1.0218,0.78991,0.92239,0.82974,0.57335,0.6637,0.37009,1.70749,2.06231,1.30122,0.000726312,0.000726312,0.000726312
59,355.552,0.99157,0.7974,0.90713,0.7883,0.60237,0.65752,0.3836,1.6461,1.98482,1.27861,0.000709809,0.000709809,0.000709809
60,360.098,1.00497,0.75327,0.89973,0.72121,0.60877,0.64671,0.34092,1.70131,1.89319,1.26746,0.000693305,0.000693305,0.000693305
61,366.412,1.06976,0.78725,0.90829,0.78641,0.55882,0.62296,0.34834,1.65068,1.93613,1.28061,0.000676802,0.000676802,0.000676802
62,371.172,1.00494,0.77679,0.90646,0.87481,0.58824,0.64711,0.36474,1.612,1.95712,1.23192,0.000660299,0.000660299,0.000660299
63,375.933,1.01283,0.77082,0.89786,0.76341,0.61765,0.64136,0.36182,1.64161,1.93536,1.24254,0.000643795,0.000643795,0.000643795
64,382.343,1.00801,0.79022,0.8993,0.70422,0.59529,0.63076,0.35864,1.677,2.02679,1.23782,0.000627292,0.000627292,0.000627292
65,387.225,1.01899,0.765,0.90192,0.82809,0.56678,0.62313,0.34919,1.66381,2.10361,1.25135,0.000610789,0.000610789,0.000610789
66,392.809,0.9975,0.76952,0.90464,0.84118,0.58824,0.64682,0.34784,1.61011,1.99658,1.22677,0.000594286,0.000594286,0.000594286
67,398.651,0.90333,0.71924,0.89374,0.82683,0.61765,0.65925,0.36481,1.62609,1.95565,1.24156,0.000577782,0.000577782,0.000577782
68,403.111,0.96787,0.73221,0.90135,0.86449,0.57353,0.6325,0.36917,1.67289,1.97325,1.25073,0.000561279,0.000561279,0.000561279
69,408.912,0.91861,0.71293,0.87559,0.86325,0.55882,0.63319,0.35987,1.63254,2.04576,1.23644,0.000544776,0.000544776,0.000544776
70,413.951,0.90037,0.70994,0.88765,0.88029,0.55882,0.63778,0.35547,1.65432,2.00429,1.25366,0.000528272,0.000528272,0.000528272
71,418.395,0.91012,0.6926,0.89268,0.83571,0.61765,0.65578,0.36647,1.69558,1.86749,1.27347,0.000511769,0.000511769,0.000511769
72,424.322,0.93266,0.70086,0.87716,0.90643,0.55882,0.64218,0.37433,1.67355,1.92435,1.25439,0.000495266,0.000495266,0.000495266
73,428.96,0.90928,0.68518,0.87317,0.80131,0.60294,0.65412,0.37387,1.69331,1.97753,1.23507,0.000478762,0.000478762,0.000478762
74,433.374,0.93011,0.68663,0.87654,0.83081,0.55882,0.64737,0.38127,1.64065,1.95673,1.22725,0.000462259,0.000462259,0.000462259
75,440.511,0.91133,0.6737,0.88592,0.79996,0.57353,0.64896,0.3955,1.59167,2.01097,1.21681,0.000445756,0.000445756,0.000445756
76,445.185,0.90142,0.70856,0.87179,0.86268,0.55882,0.66026,0.38362,1.57361,2.07839,1.19914,0.000429253,0.000429253,0.000429253
77,449.99,0.90563,0.70937,0.86224,0.88842,0.57353,0.67325,0.38898,1.55971,1.96884,1.19229,0.000412749,0.000412749,0.000412749
78,456.006,0.83882,0.6672,0.86456,0.89212,0.6081,0.67925,0.40304,1.56859,1.89427,1.21211,0.000396246,0.000396246,0.000396246
79,460.978,0.90326,0.70101,0.87228,0.92997,0.58824,0.67373,0.38854,1.58069,1.91746,1.21687,0.000379743,0.000379743,0.000379743
80,465.892,0.8982,0.66817,0.88487,0.92722,0.57353,0.65841,0.37571,1.61616,1.87871,1.22481,0.000363239,0.000363239,0.000363239
81,472.252,0.83623,0.62681,0.85576,0.92993,0.58556,0.66128,0.35564,1.65604,1.88418,1.23538,0.000346736,0.000346736,0.000346736
82,476.955,0.87871,0.66167,0.87594,0.90841,0.58351,0.66054,0.36198,1.66217,1.92265,1.23797,0.000330233,0.000330233,0.000330233
83,482.225,0.89273,0.67779,0.88847,0.88295,0.60294,0.67231,0.37975,1.64592,2.01435,1.22905,0.000313729,0.000313729,0.000313729
84,487.981,0.87424,0.64775,0.86208,0.86338,0.58824,0.66761,0.37741,1.58706,2.04863,1.20411,0.000297226,0.000297226,0.000297226
85,492.715,0.87313,0.63593,0.85185,0.85651,0.57353,0.64739,0.37021,1.61567,1.95448,1.2145,0.000280723,0.000280723,0.000280723
86,499.341,0.86466,0.65407,0.86421,0.85619,0.61293,0.65603,0.38379,1.58972,1.93872,1.20597,0.00026422,0.00026422,0.00026422
87,504.149,0.89859,0.66712,0.86958,0.83924,0.61423,0.66268,0.39831,1.57997,1.91676,1.20319,0.000247716,0.000247716,0.000247716
88,508.878,0.83801,0.63992,0.84987,0.8949,0.62616,0.7013,0.40936,1.57311,1.94123,1.19928,0.000231213,0.000231213,0.000231213
89,515.213,0.82431,0.64676,0.87355,0.85357,0.63235,0.70216,0.3958,1.58693,1.96073,1.19834,0.00021471,0.00021471,0.00021471
90,519.707,0.84775,0.63172,0.87525,0.92612,0.60294,0.69983,0.39312,1.59794,1.96976,1.20313,0.000198206,0.000198206,0.000198206
91,533.355,0.81125,0.68322,0.88138,0.92442,0.60294,0.69237,0.38834,1.61248,2.00664,1.21097,0.000181703,0.000181703,0.000181703
92,538.584,0.83894,0.65104,0.87564,0.82801,0.63724,0.68546,0.37636,1.6403,2.04224,1.2319,0.0001652,0.0001652,0.0001652
93,545.192,0.83721,0.64169,0.88139,0.85587,0.61137,0.67863,0.36396,1.63741,2.06257,1.23739,0.000148696,0.000148696,0.000148696
94,549.507,0.78559,0.6196,0.85767,0.86993,0.60294,0.65663,0.36413,1.63562,2.05663,1.23824,0.000132193,0.000132193,0.000132193
95,554.11,0.788,0.62388,0.8565,0.84666,0.60294,0.66154,0.36191,1.62671,2.00008,1.23284,0.00011569,0.00011569,0.00011569
96,560.157,0.73328,0.60608,0.834,0.97555,0.5868,0.68562,0.37015,1.61313,1.98461,1.22348,9.91865e-05,9.91865e-05,9.91865e-05
97,564.547,0.74612,0.60317,0.85869,0.97559,0.58784,0.67301,0.36722,1.62121,2.0143,1.22776,8.26832e-05,8.26832e-05,8.26832e-05
98,569.072,0.77541,0.6253,0.86011,0.97535,0.58187,0.66838,0.36682,1.60399,2.02763,1.21945,6.61799e-05,6.61799e-05,6.61799e-05
99,575.117,0.74636,0.60145,0.84095,0.96477,0.57353,0.66803,0.37267,1.59401,2.03894,1.21617,4.96766e-05,4.96766e-05,4.96766e-05
100,579.498,0.75296,0.58949,0.85268,0.9639,0.57353,0.66929,0.36927,1.57805,2.02128,1.21085,3.31733e-05,3.31733e-05,3.31733e-05
