epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
15,93.5508,1.39826,1.68721,1.02996,0.81542,0.44118,0.53306,0.2919,1.6974,1.90914,1.36608,0.00120491,0.00120491,0.00120491
16,98.0885,1.37606,1.67065,1.02166,0.82407,0.48224,0.56933,0.30356,1.87834,2.12911,1.46204,0.0011719,0.0011719,0.0011719
17,103.25,1.39823,1.61581,1.04692,0.9724,0.51819,0.60461,0.32071,1.83279,2.06858,1.34368,0.00113889,0.00113889,0.00113889
18,107.318,1.41941,1.54881,1.02043,0.74785,0.52347,0.56999,0.3067,1.76432,1.98532,1.30183,0.00110589,0.00110589,0.00110589
19,111.015,1.40152,1.47546,1.00593,0.74332,0.5537,0.55685,0.30645,1.58688,1.78835,1.21246,0.00107288,0.00107288,0.00107288
20,117.008,1.26634,1.4425,0.98279,0.75827,0.55363,0.56007,0.2888,1.6703,1.98466,1.25256,0.00103987,0.00103987,0.00103987
21,121.118,1.36576,1.36362,1.01067,0.69632,0.51471,0.54378,0.31372,1.55332,2.13674,1.22399,0.00100687,0.00100687,0.00100687
22,125.296,1.2503,1.31422,1.00214,0.72898,0.55384,0.58569,0.33839,1.52673,1.86951,1.19207,0.000973861,0.000973861,0.000973861
23,130.626,1.26423,1.28805,0.98073,0.70141,0.54412,0.58417,0.32157,1.6177,1.90417,1.23948,0.000940855,0.000940855,0.000940855
24,134.602,1.21203,1.27539,0.95335,0.75069,0.51471,0.57687,0.33659,1.63351,1.94137,1.27883,0.000907848,0.000907848,0.000907848
25,137.879,1.17754,1.2634,0.96541,0.77342,0.51471,0.57221,0.33548,1.59075,1.94204,1.25699,0.000874842,0.000874842,0.000874842
26,143.637,1.14851,1.18114,0.95823,0.6613,0.54556,0.561,0.3303,1.54637,2.04944,1.21327,0.000841835,0.000841835,0.000841835
27,147.647,1.161,1.16667,0.94371,0.69507,0.54412,0.54452,0.33514,1.54295,1.93289,1.23371,0.000808828,0.000808828,0.000808828
28,151.759,1.15318,1.16764,0.97315,0.76397,0.54412,0.58713,0.33208,1.6626,1.75553,1.28599,0.000775822,0.000775822,0.000775822
29,157.341,1.22057,1.17669,0.95651,0.87308,0.52941,0.6159,0.33227,1.67198,1.65425,1.30405,0.000742815,0.000742815,0.000742815
30,163.256,1.17718,1.19378,0.94507,0.89114,0.48159,0.60997,0.32229,1.66936,1.72628,1.29086,0.000709809,0.000709809,0.000709809
31,167.457,1.17858,1.14422,0.93899,0.87605,0.48529,0.57575,0.31605,1.68528,1.8922,1.30635,0.000676802,0.000676802,0.000676802
32,171.782,1.12922,1.08245,0.94127,0.89467,0.47059,0.57237,0.31897,1.55216,1.9167,1.26333,0.000643795,0.000643795,0.000643795
33,176.794,1.11993,1.08078,0.9411,0.85287,0.45588,0.56071,0.31893,1.56651,2.061,1.2298,0.000610789,0.000610789,0.000610789
34,180.576,1.1783,1.09426,0.96948,0.71591,0.55594,0.60189,0.33942,1.57865,1.85706,1.22804,0.000577782,0.000577782,0.000577782
35,184.621,1.07835,1.01012,0.92192,0.7815,0.51471,0.60527,0.35174,1.61075,1.6865,1.24695,0.000544776,0.000544776,0.000544776
36,190.219,1.11762,1.01801,0.94338,0.88783,0.52941,0.63298,0.35906,1.64082,1.58832,1.27705,0.000511769,0.000511769,0.000511769
37,194.133,1.09734,0.96845,0.93685,0.86716,0.55882,0.65871,0.34697,1.63044,1.59906,1.26575,0.000478762,0.000478762,0.000478762
38,197.72,1.10354,0.98243,0.93274,0.9178,0.55882,0.6647,0.36717,1.60413,1.5955,1.22675,0.000445756,0.000445756,0.000445756
39,204.061,1.05335,0.95889,0.9238,0.88122,0.54556,0.64972,0.34526,1.61227,1.67752,1.2088,0.000412749,0.000412749,0.000412749
40,207.928,1.03502,0.94275,0.9218,0.88215,0.55047,0.6388,0.34475,1.52225,1.83073,1.16215,0.000379743,0.000379743,0.000379743
41,217.66,1.08659,1.18528,0.95414,0.94821,0.53857,0.63728,0.36116,1.51363,1.88811,1.17647,0.000346736,0.000346736,0.000346736
42,222.959,0.97524,1.0656,0.93298,0.88633,0.57334,0.65647,0.36412,1.54982,1.96767,1.20241,0.000313729,0.000313729,0.000313729
43,227.093,0.98519,1.04764,0.91357,0.95067,0.56687,0.66188,0.37118,1.52407,1.9709,1.18138,0.000280723,0.000280723,0.000280723
44,232.473,1.04869,1.07047,0.92056,0.84141,0.58824,0.66125,0.37845,1.49105,1.86796,1.15095,0.000247716,0.000247716,0.000247716
45,236.395,1.02317,1.04579,0.91468,0.80928,0.56166,0.66009,0.38912,1.46421,1.8098,1.14599,0.00021471,0.00021471,0.00021471
46,240.348,0.92899,0.98538,0.92071,0.76744,0.58241,0.64517,0.38162,1.45266,1.79973,1.15014,0.000181703,0.000181703,0.000181703
47,245.459,0.9186,0.9417,0.89614,0.92089,0.51362,0.64154,0.37815,1.44946,1.8134,1.15217,0.000148696,0.000148696,0.000148696
48,249.758,1.02991,0.99383,0.94833,0.90984,0.52941,0.64547,0.37316,1.45478,1.84442,1.14448,0.00011569,0.00011569,0.00011569
49,253.672,0.89005,0.96418,0.90739,0.91268,0.52941,0.64095,0.36829,1.44985,1.84807,1.13733,8.26832e-05,8.26832e-05,8.26832e-05
50,258.374,0.87582,0.96528,0.91811,0.91401,0.52941,0.64138,0.37139,1.44288,1.8273,1.13192,4.96766e-05,4.96766e-05,4.96766e-05
